Package,PASS?,orgRepo,Fails,forks_count,stargazers_count,open_issues
"=HYPERLINK(""https://www.npmjs.com/package/seneca-influx-store"",""seneca-influx-store"")",FAIL,"=HYPERLINK(""https://github.com/piccoloaiutante/seneca-influx-store"",""piccoloaiutante/seneca-influx-store"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/undefined"",""undefined"")",FAIL,"=HYPERLINK(""https://github.com/GTalley/seneca-cranes-beard"",""GTalley/seneca-cranes-beard"")",[content_readme] [exist_codeconduct] [exist_license] [exist_pkgjson] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/alt-user-seneca"",""alt-user-seneca"")",FAIL,"=HYPERLINK(""https://github.com/sdd/alt-user-seneca"",""sdd/alt-user-seneca"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/undefined"",""undefined"")",FAIL,"=HYPERLINK(""https://github.com/natation/seneca_the_great"",""natation/seneca_the_great"")",[content_readme] [exist_codeconduct] [exist_license] [exist_pkgjson] [exist_readme] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-registry"",""seneca-registry"")",FAIL,"=HYPERLINK(""https://github.com/sophierenshaw/seneca-etcd-registry"",""sophierenshaw/seneca-etcd-registry"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-auto-service"",""seneca-auto-service"")",FAIL,"=HYPERLINK(""https://github.com/zojeda/seneca-auto-service"",""zojeda/seneca-auto-service"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/undefined"",""undefined"")",FAIL,"=HYPERLINK(""https://github.com/jgchoi/seneca-coding-archive"",""jgchoi/seneca-coding-archive"")",[content_readme] [exist_codeconduct] [exist_license] [exist_pkgjson] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,0,1,0
"=HYPERLINK(""https://www.npmjs.com/package/undefined"",""undefined"")",FAIL,"=HYPERLINK(""https://github.com/adityasaxena/playing-with-seneca"",""adityasaxena/playing-with-seneca"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [exist_pkgjson] [exist_readme] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-mt-demo"",""seneca-mt-demo"")",FAIL,"=HYPERLINK(""https://github.com/eoinsha/seneca-mt-demo"",""eoinsha/seneca-mt-demo"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/alt-auth-seneca"",""alt-auth-seneca"")",FAIL,"=HYPERLINK(""https://github.com/sdd/alt-auth-seneca"",""sdd/alt-auth-seneca"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,0,0,11
"=HYPERLINK(""https://www.npmjs.com/package/seneca-rethinkdb-store"",""seneca-rethinkdb-store"")",FAIL,"=HYPERLINK(""https://github.com/vtardia/seneca-rethinkdb-store"",""vtardia/seneca-rethinkdb-store"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [readme_headings] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/yt-seneca-error-plugin"",""yt-seneca-error-plugin"")",FAIL,"=HYPERLINK(""https://github.com/yentsun/seneca-error-plugin"",""yentsun/seneca-error-plugin"")",[content_readme] [exist_codeconduct] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,0,0,1
"=HYPERLINK(""https://www.npmjs.com/package/undefined"",""undefined"")",FAIL,"=HYPERLINK(""https://github.com/nptomlin/docker-seneca-demo"",""nptomlin/docker-seneca-demo"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [exist_pkgjson] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-check"",""seneca-check"")",FAIL,"=HYPERLINK(""https://github.com/maxired/seneca-check-plugin"",""maxired/seneca-check-plugin"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,1,0,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-db-migrate"",""seneca-db-migrate"")",FAIL,"=HYPERLINK(""https://github.com/brycereynolds/seneca-db-migrate"",""brycereynolds/seneca-db-migrate"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [readme_headings] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-dynamodb-store"",""seneca-dynamodb-store"")",FAIL,"=HYPERLINK(""https://github.com/jreeter/seneca-dynamodb-store"",""jreeter/seneca-dynamodb-store"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-geteventstore-store"",""seneca-geteventstore-store"")",FAIL,"=HYPERLINK(""https://github.com/piccoloaiutante/seneca-geteventstore-store"",""piccoloaiutante/seneca-geteventstore-store"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [readme_headings] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-store-listen"",""seneca-store-listen"")",FAIL,"=HYPERLINK(""https://github.com/kamil-mech/seneca-store-listen"",""kamil-mech/seneca-store-listen"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-cart-async"",""seneca-cart-async"")",FAIL,"=HYPERLINK(""https://github.com/kristianmandrup/seneca-cart-async"",""kristianmandrup/seneca-cart-async"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/auth-urlmatcher"",""auth-urlmatcher"")",FAIL,"=HYPERLINK(""https://github.com/Concorda/auth-urlmatcher"",""Concorda/auth-urlmatcher"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,1,1,0
"=HYPERLINK(""https://www.npmjs.com/package/generator-seneca-redis2"",""generator-seneca-redis2"")",FAIL,"=HYPERLINK(""https://github.com/davidmarkclements/generator-seneca-redis2"",""davidmarkclements/generator-seneca-redis2"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,1,0,1
"=HYPERLINK(""https://www.npmjs.com/package/seneca-db-test-harness"",""seneca-db-test-harness"")",FAIL,"=HYPERLINK(""https://github.com/kamil-mech/seneca-db-test-harness"",""kamil-mech/seneca-db-test-harness"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [readme_headings] [check_default] [version_codeconduct] ,0,1,10
"=HYPERLINK(""https://www.npmjs.com/package/multi-tenant-mongo"",""multi-tenant-mongo"")",FAIL,"=HYPERLINK(""https://github.com/edappy/seneca-multi-mongo-example"",""edappy/seneca-multi-mongo-example"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [readme_headings] [check_default] [version_codeconduct] ,1,1,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-web-http-status"",""seneca-web-http-status"")",FAIL,"=HYPERLINK(""https://github.com/faceleg/seneca-web-http-status"",""faceleg/seneca-web-http-status"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [readme_headings] [check_default] [version_codeconduct] ,1,1,1
"=HYPERLINK(""https://www.npmjs.com/package/seneca-s3-store"",""seneca-s3-store"")",FAIL,"=HYPERLINK(""https://github.com/brycereynolds/seneca-s3-store"",""brycereynolds/seneca-s3-store"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [readme_headings] [check_default] [version_codeconduct] ,0,1,0
"=HYPERLINK(""https://www.npmjs.com/package/deploy-example"",""deploy-example"")",FAIL,"=HYPERLINK(""https://github.com/chrisaddams/seneca-salestax-beanstalk-transport"",""chrisaddams/seneca-salestax-beanstalk-transport"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/undefined"",""undefined"")",FAIL,"=HYPERLINK(""https://github.com/sdd/koa-seneca-auth-middleware"",""sdd/koa-seneca-auth-middleware"")",[content_readme] [exist_codeconduct] [exist_license] [exist_pkgjson] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/hapi-angular-seneca-mvp"",""hapi-angular-seneca-mvp"")",FAIL,"=HYPERLINK(""https://github.com/david-cahill/Hapi-Angular-Seneca-MVP"",""david-cahill/Hapi-Angular-Seneca-MVP"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,0,1,0
"=HYPERLINK(""https://www.npmjs.com/package/alt-apikey-seneca"",""alt-apikey-seneca"")",FAIL,"=HYPERLINK(""https://github.com/sdd/alt-apiKey-seneca"",""sdd/alt-apiKey-seneca"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/undefined"",""undefined"")",FAIL,"=HYPERLINK(""https://github.com/mejiciel/CJV_Assignment"",""mejiciel/CJV_Assignment"")",[content_readme] [exist_codeconduct] [exist_license] [exist_pkgjson] [exist_readme] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/undefined"",""undefined"")",FAIL,"=HYPERLINK(""https://github.com/vgale/www104-2-Seneca-Assignment"",""vgale/www104-2-Seneca-Assignment"")",[content_readme] [exist_codeconduct] [exist_license] [exist_pkgjson] [exist_readme] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/undefined"",""undefined"")",FAIL,"=HYPERLINK(""https://github.com/mtharrison/hermes"",""mtharrison/hermes"")",[content_readme] [exist_codeconduct] [exist_pkgjson] [exist_readme] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/gallio"",""gallio"")",FAIL,"=HYPERLINK(""https://github.com/nherment/gallio"",""nherment/gallio"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [readme_headings] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/testbed-seneca--4"",""testbed-seneca--4"")",FAIL,"=HYPERLINK(""https://github.com/andfaulkner/testbed-6--seneca-express-promises-backbone"",""andfaulkner/testbed-6--seneca-express-promises-backbone"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/express-test-3"",""express-test-3"")",FAIL,"=HYPERLINK(""https://github.com/andfaulkner/TESTBED--express-dust-seneca-redis-requirejs-gulp"",""andfaulkner/TESTBED--express-dust-seneca-redis-requirejs-gulp"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [exist_readme] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/express-testbed-2"",""express-testbed-2"")",FAIL,"=HYPERLINK(""https://github.com/andfaulkner/TESTBED2--express-dust-seneca-redis-requirejs-gulp"",""andfaulkner/TESTBED2--express-dust-seneca-redis-requirejs-gulp"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/ifms-gateway"",""ifms-gateway"")",FAIL,"=HYPERLINK(""https://github.com/FullStackForger/ifms-gateway"",""FullStackForger/ifms-gateway"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [readme_headings] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/chairo-cache"",""chairo-cache"")",FAIL,"=HYPERLINK(""https://github.com/ckiss/chairo-cache"",""ckiss/chairo-cache"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,0,0,0
"=HYPERLINK(""https://www.npmjs.com/package/ron-swanson-pirate-quote-generator"",""ron-swanson-pirate-quote-generator"")",FAIL,"=HYPERLINK(""https://github.com/andfaulkner/ron-swanson-pirate-quote-generator"",""andfaulkner/ron-swanson-pirate-quote-generator"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [readme_headings] [check_default] [version_codeconduct] ,1,2,0
"=HYPERLINK(""https://www.npmjs.com/package/undefined"",""undefined"")",FAIL,"=HYPERLINK(""https://github.com/vaibhav-sinha/zeroq-poc"",""vaibhav-sinha/zeroq-poc"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [exist_pkgjson] [exist_readme] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,0,1,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-entity"",""seneca-entity"")",FAIL,"=HYPERLINK(""https://github.com/senecajs/seneca-entity"",""senecajs/seneca-entity"")",[exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,15,13,30
"=HYPERLINK(""https://www.npmjs.com/package/seneca-web-adapter-express"",""seneca-web-adapter-express"")",FAIL,"=HYPERLINK(""https://github.com/senecajs/seneca-web-adapter-express"",""senecajs/seneca-web-adapter-express"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,14,11,18
"=HYPERLINK(""https://www.npmjs.com/package/seneca-joi"",""seneca-joi"")",FAIL,"=HYPERLINK(""https://github.com/senecajs/seneca-joi"",""senecajs/seneca-joi"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,8,10,10
"=HYPERLINK(""https://www.npmjs.com/package/seneca-zipkin-tracer"",""seneca-zipkin-tracer"")",FAIL,"=HYPERLINK(""https://github.com/senecajs-labs/seneca-zipkin-tracer"",""senecajs-labs/seneca-zipkin-tracer"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,9,7,6
"=HYPERLINK(""https://www.npmjs.com/package/ramanujan"",""ramanujan"")",FAIL,"=HYPERLINK(""https://github.com/senecajs/ramanujan"",""senecajs/ramanujan"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,43,198,15
"=HYPERLINK(""https://www.npmjs.com/package/seneca-pino-logger"",""seneca-pino-logger"")",FAIL,"=HYPERLINK(""https://github.com/senecajs/seneca-pino-logger"",""senecajs/seneca-pino-logger"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,9,4,10
"=HYPERLINK(""https://www.npmjs.com/package/node-seneca-base"",""node-seneca-base"")",FAIL,"=HYPERLINK(""https://github.com/eoinsha/node-seneca-base"",""eoinsha/node-seneca-base"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [readme_headings] [check_default] [version_codeconduct] ,4,14,1
"=HYPERLINK(""https://www.npmjs.com/package/seneca-web-adapter-koa2"",""seneca-web-adapter-koa2"")",FAIL,"=HYPERLINK(""https://github.com/senecajs/seneca-web-adapter-koa2"",""senecajs/seneca-web-adapter-koa2"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,4,17,14
"=HYPERLINK(""https://www.npmjs.com/package/seneca-fire-and-forget"",""seneca-fire-and-forget"")",FAIL,"=HYPERLINK(""https://github.com/GlenTiki/seneca-fire-and-forget"",""GlenTiki/seneca-fire-and-forget"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,4,9,2
"=HYPERLINK(""https://www.npmjs.com/package/seneca-kubernetes"",""seneca-kubernetes"")",FAIL,"=HYPERLINK(""https://github.com/paolochiodi/seneca-kubernetes"",""paolochiodi/seneca-kubernetes"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,4,4,1
"=HYPERLINK(""https://www.npmjs.com/package/seneca-standard-query"",""seneca-standard-query"")",FAIL,"=HYPERLINK(""https://github.com/senecajs-labs/seneca-standard-query"",""senecajs-labs/seneca-standard-query"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,5,2,4
"=HYPERLINK(""https://www.npmjs.com/package/seneca-parambulator"",""seneca-parambulator"")",FAIL,"=HYPERLINK(""https://github.com/senecajs/seneca-parambulator"",""senecajs/seneca-parambulator"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,6,1,6
"=HYPERLINK(""https://www.npmjs.com/package/seneca-log-filter"",""seneca-log-filter"")",FAIL,"=HYPERLINK(""https://github.com/senecajs/seneca-log-filter"",""senecajs/seneca-log-filter"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,4,3,1
"=HYPERLINK(""https://www.npmjs.com/package/seneca-store-query"",""seneca-store-query"")",FAIL,"=HYPERLINK(""https://github.com/senecajs-labs/seneca-store-query"",""senecajs-labs/seneca-store-query"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,4,3,1
"=HYPERLINK(""https://www.npmjs.com/package/undefined"",""undefined"")",FAIL,"=HYPERLINK(""https://github.com/standardebooks/seneca_dialogues_aubrey-stewart"",""standardebooks/seneca_dialogues_aubrey-stewart"")",[content_readme] [exist_codeconduct] [exist_license] [exist_pkgjson] [exist_readme] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,3,7,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-logstash-logger"",""seneca-logstash-logger"")",FAIL,"=HYPERLINK(""https://github.com/senecajs/seneca-logstash-logger"",""senecajs/seneca-logstash-logger"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,4,2,4
"=HYPERLINK(""https://www.npmjs.com/package/seneca-web-adapter-hapi"",""seneca-web-adapter-hapi"")",FAIL,"=HYPERLINK(""https://github.com/senecajs/seneca-web-adapter-hapi"",""senecajs/seneca-web-adapter-hapi"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,4,2,6
"=HYPERLINK(""https://www.npmjs.com/package/SenecaTest"",""SenecaTest"")",FAIL,"=HYPERLINK(""https://github.com/pibi/senecatest"",""pibi/senecatest"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,4,1,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-consul-registry"",""seneca-consul-registry"")",FAIL,"=HYPERLINK(""https://github.com/senecajs/seneca-consul-registry"",""senecajs/seneca-consul-registry"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,2,5,1
"=HYPERLINK(""https://www.npmjs.com/package/seneca-logentries-logger"",""seneca-logentries-logger"")",FAIL,"=HYPERLINK(""https://github.com/senecajs/seneca-logentries-logger"",""senecajs/seneca-logentries-logger"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,4,0,6
"=HYPERLINK(""https://www.npmjs.com/package/seneca-legacy-logger"",""seneca-legacy-logger"")",FAIL,"=HYPERLINK(""https://github.com/rjrodger/seneca-legacy-logger"",""rjrodger/seneca-legacy-logger"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,4,0,2
"=HYPERLINK(""https://www.npmjs.com/package/seneca-mongoose"",""seneca-mongoose"")",FAIL,"=HYPERLINK(""https://github.com/stevenceuppens/seneca-mongoose"",""stevenceuppens/seneca-mongoose"")",[content_readme] [exist_codeconduct] [readme_headings] [check_default] [version_codeconduct] ,3,0,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-plugin-test"",""seneca-plugin-test"")",FAIL,"=HYPERLINK(""https://github.com/senecajs/seneca-test-rig"",""senecajs/seneca-test-rig"")",[content_readme] [exist_codeconduct] [readme_headings] [check_default] [version_codeconduct] ,3,0,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-decree"",""seneca-decree"")",FAIL,"=HYPERLINK(""https://github.com/senecajs-attic/seneca-decree"",""senecajs-attic/seneca-decree"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [readme_headings] [check_default] [version_codeconduct] ,2,2,3
"=HYPERLINK(""https://www.npmjs.com/package/undefined"",""undefined"")",FAIL,"=HYPERLINK(""https://github.com/wly5/BIF-SenecaHack"",""wly5/BIF-SenecaHack"")",[content_readme] [exist_codeconduct] [exist_license] [exist_pkgjson] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,2,1,0
"=HYPERLINK(""https://www.npmjs.com/package/undefined"",""undefined"")",FAIL,"=HYPERLINK(""https://github.com/sagarpatke/mern-seneca-boilerplate"",""sagarpatke/mern-seneca-boilerplate"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [exist_pkgjson] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,2,2,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-web-adapter-koa1"",""seneca-web-adapter-koa1"")",FAIL,"=HYPERLINK(""https://github.com/senecajs/seneca-web-adapter-koa1"",""senecajs/seneca-web-adapter-koa1"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,3,1,2
"=HYPERLINK(""https://www.npmjs.com/package/seneca-as-promised"",""seneca-as-promised"")",FAIL,"=HYPERLINK(""https://github.com/wyvernzora/seneca-as-promised"",""wyvernzora/seneca-as-promised"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,1,8,3
"=HYPERLINK(""https://www.npmjs.com/package/seneca-promisified-build"",""seneca-promisified-build"")",FAIL,"=HYPERLINK(""https://github.com/AGhost-7/seneca-promisified"",""AGhost-7/seneca-promisified"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,1,6,1
"=HYPERLINK(""https://www.npmjs.com/package/seneca-servicebus-transport"",""seneca-servicebus-transport"")",FAIL,"=HYPERLINK(""https://github.com/otaviosoares/seneca-servicebus-transport"",""otaviosoares/seneca-servicebus-transport"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,1,6,8
"=HYPERLINK(""https://www.npmjs.com/package/seneca-extended"",""seneca-extended"")",FAIL,"=HYPERLINK(""https://github.com/afoninsky/seneca-extended"",""afoninsky/seneca-extended"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,1,5,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-flow"",""seneca-flow"")",FAIL,"=HYPERLINK(""https://github.com/georgigriffiths/seneca-flow"",""georgigriffiths/seneca-flow"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,2,0,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-stub"",""seneca-stub"")",FAIL,"=HYPERLINK(""https://github.com/otaviosoares/seneca-stub"",""otaviosoares/seneca-stub"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,0,4,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-token"",""seneca-token"")",FAIL,"=HYPERLINK(""https://github.com/timugz/seneca-token"",""timugz/seneca-token"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,0,4,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-couch2-store"",""seneca-couch2-store"")",FAIL,"=HYPERLINK(""https://github.com/mtybo/seneca-couch2-store"",""mtybo/seneca-couch2-store"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [readme_headings] [check_default] [version_codeconduct] ,2,1,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-web-adapter-connect"",""seneca-web-adapter-connect"")",FAIL,"=HYPERLINK(""https://github.com/senecajs/seneca-web-adapter-connect"",""senecajs/seneca-web-adapter-connect"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_readme] [readme_headings] [check_default] [version_codeconduct] ,2,1,3
"=HYPERLINK(""https://www.npmjs.com/package/ember-seneca-auth"",""ember-seneca-auth"")",FAIL,"=HYPERLINK(""https://github.com/indr/ember-seneca-auth"",""indr/ember-seneca-auth"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [readme_headings] [check_default] [version_codeconduct] ,0,3,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-aws-adapter"",""seneca-aws-adapter"")",FAIL,"=HYPERLINK(""https://github.com/bersilius/seneca-aws-adapter"",""bersilius/seneca-aws-adapter"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,0,3,1
"=HYPERLINK(""https://www.npmjs.com/package/generator-seneca-environment"",""generator-seneca-environment"")",FAIL,"=HYPERLINK(""https://github.com/timoweiss/generator-seneca-environment"",""timoweiss/generator-seneca-environment"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,0,3,0
"=HYPERLINK(""https://www.npmjs.com/package/vidi-seneca-metrics"",""vidi-seneca-metrics"")",FAIL,"=HYPERLINK(""https://github.com/vidi-insights/vidi-seneca-metrics"",""vidi-insights/vidi-seneca-metrics"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,0,3,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-neo4j-store"",""seneca-neo4j-store"")",FAIL,"=HYPERLINK(""https://github.com/DogFishProductions/seneca-neo4j-store"",""DogFishProductions/seneca-neo4j-store"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_license] [readme_headings] [check_default] [version_codeconduct] ,1,3,1
"=HYPERLINK(""https://www.npmjs.com/package/nsq-seneca"",""nsq-seneca"")",FAIL,"=HYPERLINK(""https://github.com/massimiliano-mantione/nsq-seneca"",""massimiliano-mantione/nsq-seneca"")",[content_readme] [exist_codeconduct] [exist_dist] [readme_headings] [check_default] [version_codeconduct] ,0,2,0
"=HYPERLINK(""https://www.npmjs.com/package/seneca-pin"",""seneca-pin"")",FAIL,"=HYPERLINK(""https://github.com/senecajs-labs/seneca-pin"",""senecajs-labs/seneca-pin"")",[content_readme] [exist_codeconduct] [exist_entry] [readme_headings] [check_default] [version_codeconduct] ,1,2,0
"=HYPERLINK(""https://www.npmjs.com/package/undefined"",""undefined"")",FAIL,"=HYPERLINK(""https://github.com/orangewise/meteor-seneca"",""orangewise/meteor-seneca"")",[content_readme] [exist_codeconduct] [exist_entry] [exist_pkgjson] [readme_headings] [test_pkgjson] [check_default] [version_codeconduct] ,1,2,0
